id;segmentId;templateId;storeId;name;description;badge;type;status;isDefault;createdAt;createdBy;updatedAt;updatedBy
11;10;11;S65QU0K5QZ;Campanha Occaecati ZKW3;Fugiat soluta placeat ipsam aspernatur excepturi beatae molestiae repellat fuga iure dignissimos.;loyalty;2;2;False;2024-06-14 19:45:22;qda-cruz;2024-10-18 19:45:22;joao-lucas85
12;5;12;Q6GUO8I5JW;Campanha Modi K6Z0;In amet dicta optio laboriosam exercitationem voluptatem.;loyalty;2;4;False;2024-03-21 12:23:16;kaiquecardoso;2024-10-28 12:23:16;gabrielly09
13;11;13;EN1S2OFHBA;Campanha Eos WYQM;Quia laudantium odio a praesentium cumque eaque voluptatem earum ad adipisci doloremque.;;1;4;False;2024-11-02 15:39:21;maiteda-mata;2025-08-12 15:39:21;marcela13
14;12;14;JZEYQQCXZP;Campanha Repellat QKF4;;winback;1;2;False;2024-01-26 10:41:02;freitasmaria;2024-01-31 10:41:02;xfernandes
15;13;15;TOC1YFMHBY;Campanha Eos HZ43;Rem quia deleniti adipisci possimus consequuntur odio hic ea officiis eligendi est sed.;seasonal;1;4;False;2024-05-05 00:13:31;fpires;2024-07-07 00:13:31;davi-lucca33
16;5;16;PVBNHI6HAB;Campanha Optio A3YC;Illo ipsa quae sequi repudiandae molestiae possimus ipsum accusamus enim quae voluptatibus.;migration;1;2;False;2024-10-05 21:05:46;sabrinabarbosa;2025-03-11 21:05:46;jda-luz
17;14;17;S3LWW7OPID;Campanha Totam LAXA;Earum corporis facere eveniet recusandae dolorem voluptas occaecati soluta illum.;loyalty;2;2;False;2024-01-28 20:49:29;maria-vitoriamartins;2024-08-27 20:49:29;fernanda82
18;15;18;XNCHKV9DT9;Campanha Exercitationem 4G8V;Delectus maxime dolorem tenetur modi corrupti voluptates unde esse dolorum error omnis.;seasonal;2;2;False;2024-02-06 09:54:53;laurada-luz;2024-06-27 09:54:53;antoniobarros
19;5;19;W5L4RMVVNX;Campanha Quia IV9I;Nihil reiciendis quaerat ullam quaerat adipisci fuga.;winback;1;3;False;2024-05-19 17:29:48;cavalcantinicole;2024-08-16 17:29:48;moreiraantonio
20;16;20;1WCNKFHB7V;Campanha Ducimus 80LK;Laudantium neque architecto incidunt dolor doloremque impedit eaque sunt voluptatibus ipsa commodi.;seasonal;1;4;False;2024-04-12 13:58:19;joao-pedropinto;2024-11-17 13:58:19;joaquim23
21;17;21;1I0MHB792Z;Campanha Repellendus I5SG;Id quam facere cumque velit esse dolorum.;seasonal;1;1;False;2024-09-19 10:49:44;omoreira;2025-02-13 10:49:44;sarah83
22;18;22;8B97EGT2HS;Campanha Excepturi PQFH;Sunt veniam fugit doloribus qui quod consequatur consequatur consectetur ab eligendi ea voluptates.;;1;2;False;2024-07-20 17:02:12;xcarvalho;2024-08-24 17:02:12;pferreira
23;19;23;U8H5R8MNQP;Campanha Error VPF8;Architecto nam delectus in maiores labore quas provident sit consectetur.;;1;4;False;2024-05-08 11:42:07;gazevedo;2024-10-01 11:42:07;luiz-gustavo69
24;20;24;17VF0JQQNV;Campanha Atque CEQF;Ipsam perspiciatis dolor suscipit iusto doloremque velit cupiditate nisi odio dolore porro porro.;loyalty;1;1;False;2024-06-25 18:13:48;lais16;2024-08-06 18:13:48;eloah76
25;21;25;R778NRXVOB;Campanha Illo 7NUG;;;2;3;False;2024-07-24 05:27:32;castroeduarda;2025-01-31 05:27:32;yasminrocha
26;5;26;WNCNPIR7NZ;Campanha Omnis BXFV;Pariatur voluptatum possimus rerum similique maxime unde.;seasonal;1;3;False;2024-07-27 16:29:34;lais95;2025-04-03 16:29:34;lucasramos
27;5;27;84A1X7OV6S;Campanha Sunt GP3J;Inventore veniam adipisci assumenda nulla aut repellendus.;consumption;2;3;True;2024-04-16 20:40:18;nunesdaniel;2025-02-06 20:40:18;bgomes
28;22;28;175DU23JH0;Campanha Magni ZAGR;Saepe dolorem consequatur illum qui asperiores tenetur optio possimus maiores numquam quae.;migration;1;4;False;2024-10-22 19:21:14;lara01;2025-05-20 19:21:14;paulo92
29;23;29;X0GNZHG8Q3;Campanha Accusantium GCG1;Non exercitationem distinctio non magnam architecto possimus odio eos harum nostrum quae.;consumption;2;4;True;2024-08-02 15:35:56;dnogueira;2025-03-03 15:35:56;asales
30;24;30;5FKNJMVRYD;Campanha Voluptatem C1AU;;migration;1;2;False;2024-09-11 05:08:47;carvalhomarcelo;2024-11-05 05:08:47;diogoda-mota
31;5;31;NS8JR1VMYM;Campanha Quo LINO;;winback;1;3;False;2024-08-01 15:06:33;tlopes;2024-08-04 15:06:33;vianapedro
32;25;32;A5O47AET81;Campanha Quasi IQY5;Error voluptatem veniam dolor deserunt neque soluta libero hic.;winback;2;2;False;2024-05-19 00:48:02;ana-carolina13;2024-07-09 00:48:02;heloisa46
33;26;33;AMB3LPVOWC;Campanha Reiciendis P779;Cupiditate cupiditate vitae explicabo quis possimus.;seasonal;1;4;False;2024-01-12 23:45:50;thomasda-costa;2024-06-24 23:45:50;pereiraigor
34;27;34;Z552ZBRD39;Campanha Maiores 9Q68;;;1;2;False;2024-05-04 21:36:00;silvaluiz-gustavo;2024-08-11 21:36:00;bryan32
35;28;35;1XDPZF761H;Campanha Praesentium JR6E;Ipsa commodi deleniti asperiores cumque cupiditate enim earum iste quasi dolores deleniti doloribus.;loyalty;2;1;False;2024-04-02 23:14:02;emanuellamendes;2024-06-28 23:14:02;isismartins
36;29;36;571VXNZ0NX;Campanha Ex U43I;;migration;2;1;False;2024-10-06 10:29:52;brendapinto;2025-03-25 10:29:52;davi-luccadas-neves
37;30;37;MVG7UELN0L;Campanha Harum VGNP;;consumption;1;2;True;2024-02-24 00:45:32;joao-felipecunha;2024-04-09 00:45:32;azevedoana-livia
38;31;38;A4L3KHYFK0;Campanha Earum 43BL;Temporibus qui molestias nam et officiis magnam.;winback;1;3;False;2024-02-22 04:03:05;ymoura;2024-09-11 04:03:05;da-pazcaroline
39;32;39;R3RZN9L3H0;Campanha Sint 3ZB5;Pariatur eos esse nihil molestiae sequi veritatis exercitationem labore magnam expedita.;loyalty;2;4;False;2024-10-12 03:51:48;da-luzenzo;2025-08-01 03:51:48;juliana13
40;33;40;9TMY91OTKZ;Campanha Incidunt H4OE;Architecto fugit optio sed ut aut unde numquam omnis suscipit blanditiis nisi odio.;winback;1;3;False;2024-05-06 22:25:45;jgomes;2024-07-26 22:25:45;igorgomes
41;5;41;UPR6H2HXN4;Campanha Accusamus D24N;Facere exercitationem illum ratione molestias praesentium repudiandae a libero impedit ipsum quam quidem.;;1;1;False;2024-07-07 11:06:38;teixeiraerick;2024-09-28 11:06:38;qcarvalho
42;34;42;9GB9XV8WOB;Campanha Ut IRY8;;seasonal;2;1;False;2024-02-18 01:49:42;costelajoao-guilherme;2024-08-18 01:49:42;igor74
43;35;43;JXNECRYSAU;Campanha Voluptates UJ02;Porro labore architecto ex laudantium velit ad distinctio.;loyalty;2;4;False;2024-07-09 20:21:05;kmendes;2025-01-20 20:21:05;barrosjoana
44;36;44;KELZ5TOZO3;Campanha Saepe 2TC4;Veniam aut asperiores eius dolorem quaerat quisquam repellendus velit voluptas nam ab.;winback;1;2;True;2024-09-18 02:40:29;maria-sophiaalves;2025-04-28 02:40:29;davi-lucasmonteiro
45;37;45;GVGT2EEHFU;Campanha Sed 4B9S;Eveniet nisi quis porro accusamus autem.;consumption;1;4;False;2024-09-23 13:01:52;scastro;2024-11-22 13:01:52;gabrielly08
46;5;46;IB86KTFRL6;Campanha Accusantium 9VSY;Corrupti tempora architecto ut ab maxime.;seasonal;1;2;False;2024-09-23 09:05:18;henriqueda-mata;2024-09-23 09:05:18;diasmaria-alice
47;38;47;F4HETVJ0PT;Campanha Impedit JXFQ;;consumption;2;2;False;2024-01-26 00:59:01;ferreiradavi-luiz;2024-05-01 00:59:01;clarice19
48;39;48;C09ZGNX3VP;Campanha Libero F9PA;Nulla quis ratione consectetur sequi tenetur fugit odit porro.;winback;1;1;False;2024-08-06 21:35:20;omoura;2024-11-18 21:35:20;pedro-henrique13
49;40;49;TYOLD62F2J;Campanha Eos D9I8;;migration;1;3;False;2024-04-25 16:20:53;pintomirella;2024-06-27 16:20:53;kgoncalves
50;41;50;DMUKJDBL1G;Campanha Tempora 3Y2T;Magnam ratione perferendis vel totam nesciunt quia quam.;;2;2;False;2024-08-27 10:51:52;luiz-gustavocardoso;2025-05-04 10:51:52;limaaugusto
51;42;51;YZXFUJ7XN1;Campanha Inventore YPQP;Voluptate magni aperiam ab ipsa dicta debitis sit quibusdam alias accusantium.;consumption;2;3;False;2024-04-21 09:13:20;juliananunes;2024-04-25 09:13:20;laiscunha
52;5;52;SZ7IWDL14W;Campanha Quaerat CIDU;Officia consequatur soluta dignissimos temporibus perferendis in ex similique eius.;migration;2;4;False;2024-04-27 21:27:18;caldeiramaria-luiza;2024-12-02 21:27:18;pda-paz
53;43;53;Y7ERYYTEAG;Campanha Illo 3APT;Reprehenderit eius delectus aut corporis sit expedita excepturi voluptates ad excepturi eius.;consumption;1;1;False;2024-01-15 22:16:48;jnascimento;2024-08-19 22:16:48;barbosabianca
54;5;54;8Y5SIC4S8P;Campanha Quis NNE6;Recusandae nam aperiam voluptas consequuntur a cupiditate illum nostrum consectetur facere quibusdam.;loyalty;1;3;False;2024-09-03 15:43:49;helena55;2025-04-20 15:43:49;manuela72
55;44;55;KH0UHK7X3B;Campanha Maiores QWRM;;winback;2;3;False;2024-05-06 23:08:22;da-mataenrico;2025-01-08 23:08:22;das-nevesvitor-gabriel
56;5;56;DM0OAPHT6O;Campanha Cumque 6A1J;Laudantium magni natus non dolore enim adipisci.;;2;3;True;2024-05-06 15:25:41;pedro-lucas53;2024-11-03 15:25:41;eribeiro
57;45;57;PG3DP4FMPM;Campanha Iusto 5HGB;Rerum nihil natus laboriosam animi eligendi.;;2;3;False;2024-05-07 00:08:11;nicolaspereira;2024-11-09 00:08:11;csouza
58;46;58;X889ERRYE1;Campanha Aliquid 2O00;Maiores illum fuga eum voluptates adipisci sunt doloribus magnam ducimus similique at.;;1;1;False;2024-01-24 01:11:34;alice68;2024-04-15 01:11:34;lucas-gabriel45
59;47;59;EMAYB3PVAR;Campanha Nam KCPW;;seasonal;1;2;False;2024-02-22 16:06:33;gabrielly66;2024-03-03 16:06:33;calebecaldeira
60;48;60;59I3HZ3ZSG;Campanha Non 9VWI;Optio vitae quasi dicta at quas.;loyalty;2;1;False;2024-04-29 23:00:08;miguel06;2024-06-26 23:00:08;diasmatheus
61;49;61;7PWDBOLWIM;Campanha Sint RSXK;Atque quaerat illo cumque eos reprehenderit consequatur harum sunt recusandae omnis cum.;consumption;2;3;True;2024-04-27 03:10:26;souzabrenda;2024-08-03 03:10:26;da-rosajoao-gabriel
62;50;62;I6GAXLKKVP;Campanha Deserunt JRME;Nulla nemo enim a itaque hic ad.;seasonal;1;2;False;2024-05-27 02:23:03;emanuella20;2024-12-27 02:23:03;agatha31
63;5;63;0N2TNXHN5E;Campanha Aperiam 0EV6;Blanditiis sequi rerum quisquam quos ea harum cum totam.;seasonal;1;2;False;2024-05-19 09:42:56;da-luznicolas;2024-11-19 09:42:56;ana-vitoria31
64;51;64;7CTM09HZBG;Campanha Mollitia TJ54;Accusantium soluta dolorum repellendus culpa totam iure consequuntur consequatur sit dolores voluptatem atque.;winback;2;3;False;2024-10-11 10:30:22;estherviana;2025-05-27 10:30:22;wda-paz
65;52;65;6CP7SAVZEB;Campanha Occaecati U2Y0;Perspiciatis repellat officiis porro sequi molestiae dignissimos deserunt officia sed repellendus dolor omnis.;;2;1;True;2024-07-03 22:45:21;rcardoso;2024-09-01 22:45:21;mirellada-mata
66;53;66;1N2OJGFHZ5;Campanha Totam 2QZS;Aperiam consectetur perferendis fuga labore at similique vel aut labore doloribus ut accusamus.;consumption;1;3;False;2024-03-16 01:20:24;meloeloah;2024-10-26 01:20:24;ofreitas
67;54;67;TGBIBF57J2;Campanha Officia XI3T;Adipisci quisquam quia sint amet occaecati nam.;migration;2;3;False;2024-10-12 20:00:39;cunhapedro-miguel;2025-02-26 20:00:39;joao-gabriellopes
68;55;68;85JE6K9WAM;Campanha Dolorem 0KJA;Iste praesentium culpa odio officiis possimus perspiciatis incidunt corrupti rerum magni ipsa.;seasonal;1;4;True;2024-05-16 19:44:04;fogacaana-livia;2024-06-27 19:44:04;lorenzo40
69;5;69;5WT3HJU31F;Campanha Enim I0N6;;migration;2;2;False;2024-09-21 16:41:12;ysilva;2025-01-30 16:41:12;nogueiraana
70;5;70;3GU7GKL53Y;Campanha Ex GFPQ;Porro repellat sed libero perspiciatis id aspernatur eveniet sit illo repellendus dolore quia.;seasonal;2;1;False;2024-07-08 04:25:29;acarvalho;2024-10-10 04:25:29;salesisaac
71;5;71;E1ADNDA37E;Campanha A 1J7V;;migration;1;3;True;2024-10-19 01:37:42;joao-felipecampos;2025-07-15 01:37:42;davi-luiz31
72;5;72;HRUPFLFCYW;Campanha Eveniet E3DK;Nesciunt harum enim voluptatibus aliquam officiis adipisci similique vero placeat quisquam ipsum consectetur.;winback;2;2;False;2024-10-12 12:33:51;maria42;2024-11-24 12:33:51;gabriellyda-mata
73;5;73;APFXI5N53E;Campanha Reiciendis GDD8;Rerum deserunt quidem neque placeat dolor corporis reprehenderit officia.;consumption;1;3;False;2024-01-12 05:52:49;cecilia84;2024-05-05 05:52:49;eferreira
74;56;74;776VGTVYFY;Campanha Commodi K3MD;Rerum modi architecto nemo in repudiandae.;;2;3;False;2024-02-26 17:42:34;nathan65;2024-08-28 17:42:34;ana-claraalmeida
75;57;75;2592FFQ293;Campanha Ducimus EP0F;Alias unde distinctio deserunt facere similique fugit iure a necessitatibus nobis delectus ut.;consumption;1;2;True;2024-10-14 00:27:26;oliveirapietra;2024-11-22 00:27:26;ian53
76;58;76;MRR9VWE77N;Campanha Quaerat TTRT;Distinctio dolor explicabo autem dolor quasi inventore sunt sapiente quibusdam.;loyalty;2;1;False;2024-11-04 20:32:49;juliarezende;2025-05-20 20:32:49;zmendes
77;59;77;S13HDNH4NR;Campanha Optio ED6M;Illum inventore necessitatibus totam ducimus laborum quia nemo.;loyalty;2;4;False;2024-08-24 09:34:29;giovanna33;2025-03-27 09:34:29;carvalholuiz-gustavo
78;60;78;86I3CE8ZNA;Campanha Facere 8NZX;;migration;2;2;False;2024-03-07 18:04:58;lorenabarbosa;2024-12-14 18:04:58;ada-cruz
79;61;79;NCCU3FG00Z;Campanha Sunt KOM2;Eligendi cum eligendi cupiditate consectetur iusto quisquam ad beatae autem rem porro quos.;seasonal;1;3;False;2024-01-23 11:57:00;livia78;2024-04-07 11:57:00;pintocaio
80;62;80;CXVGFOP8QZ;Campanha Praesentium JULI;Deserunt tempore magni minus voluptate non nam officiis neque commodi vitae nisi nulla.;loyalty;2;1;False;2024-02-23 23:40:44;halmeida;2024-05-12 23:40:44;barbosathomas
81;5;81;9EHWHG0U43;Campanha Nisi QLX3;Debitis odio eveniet alias culpa magnam officiis rerum.;loyalty;1;3;False;2024-08-01 07:20:26;arthur66;2025-02-10 07:20:26;da-mataclara
82;5;82;HDCV4BKTCV;Campanha Quas 1LTW;;migration;1;3;False;2024-09-18 21:47:14;vicente31;2025-04-23 21:47:14;milena35
83;63;83;UU2BL7AMKO;Campanha Voluptate H109;;seasonal;1;3;False;2024-02-13 19:13:22;maite55;2024-11-30 19:13:22;isabel41
84;64;84;D3FVNV4KFQ;Campanha Quasi 5DZ5;Animi quidem vel pariatur unde aliquam.;seasonal;1;2;False;2024-06-17 22:47:04;da-rosamarcos-vinicius;2025-03-01 22:47:04;da-luzana-vitoria
85;65;85;9VS1QEKW7B;Campanha Mollitia ZYI9;;winback;1;2;False;2024-07-24 14:02:06;vitor39;2025-04-14 14:02:06;juliaazevedo
86;66;86;DA1L526RQG;Campanha Commodi KCUM;Est id magnam consequatur tenetur odit vitae dignissimos.;migration;1;4;False;2024-08-18 22:29:51;nogueiravitor-hugo;2025-04-29 22:29:51;yurisantos
87;67;87;91P778RNKO;Campanha Inventore WYPS;Odio fugit exercitationem libero earum impedit cum voluptatem accusamus aliquam est.;winback;2;3;False;2024-04-20 22:48:42;vsilva;2024-12-18 22:48:42;goncalvesyago
88;68;88;SJ5YWX0I3A;Campanha Est 4KFO;;migration;1;4;False;2024-02-13 04:47:12;fazevedo;2024-09-11 04:47:12;fogacacaue
89;69;89;MQT3DGD8OP;Campanha Ducimus OCMV;Modi omnis voluptate temporibus ipsum quae doloribus laborum placeat dolorum odit.;loyalty;2;1;False;2024-07-09 07:20:49;vinicius72;2024-08-25 07:20:49;almeidagustavo-henrique
90;5;90;BFQXLBVN7N;Campanha Officiis PRB5;Nam perspiciatis dolore deserunt dolore aliquid qui quia tenetur fuga.;seasonal;2;3;False;2024-04-28 21:14:32;brenda96;2024-12-16 21:14:32;stephanyda-rosa
91;70;91;DCOKZ5SYJ3;Campanha Ipsum D6M1;Quisquam eos recusandae molestias et veritatis quam eius officia enim.;loyalty;1;3;False;2024-04-18 16:04:23;enricojesus;2024-07-17 16:04:23;rodriguesmaria-fernanda
92;71;92;RYFZMYOA2V;Campanha Unde CYWL;;seasonal;2;1;False;2024-06-22 12:54:13;esthercardoso;2025-02-23 12:54:13;lorenzocardoso
93;5;93;7RL2YJ0974;Campanha Voluptate WXUB;Sapiente dignissimos voluptatibus error in nemo tempora quo sunt eos molestias ratione consequuntur.;seasonal;1;4;False;2024-03-10 05:25:07;ffernandes;2024-10-30 05:25:07;danilo54
94;72;94;1VHHGY8NNK;Campanha Eius L3ER;Perspiciatis consequuntur consectetur voluptate ipsum provident non commodi ullam excepturi pariatur voluptate.;;2;4;False;2024-10-08 05:56:47;maria-sophia10;2025-07-14 05:56:47;luigioliveira
95;73;95;3P9M7QNTFP;Campanha Recusandae KXYW;Mollitia quo accusamus numquam animi necessitatibus ratione voluptatum quis illo.;seasonal;1;1;True;2024-05-27 08:57:01;luiza10;2024-11-23 08:57:01;da-cruzbruno
96;74;96;XWOR17DPUB;Campanha Ipsam KPIQ;;;1;2;False;2024-02-21 02:11:49;da-motajoao-guilherme;2024-04-06 02:11:49;almeidaguilherme
97;75;97;M2Q6X2O72S;Campanha Accusamus JXL6;Aut corporis dolore dolor illum debitis fugit nesciunt excepturi omnis nihil perspiciatis.;;1;1;False;2024-07-12 03:20:51;camposrafael;2024-09-13 03:20:51;carvalhorenan
98;76;98;AFN33VM89I;Campanha Corrupti 9GX3;Esse consequatur atque id ipsam corrupti.;winback;2;2;False;2024-06-20 18:32:48;ribeiroana-livia;2024-07-06 18:32:48;acampos
99;77;99;9G6SPD2SW2;Campanha Illo 4WJT;Ducimus expedita voluptatem expedita perferendis iusto voluptatibus.;consumption;1;1;False;2024-09-14 21:05:50;da-mataaugusto;2025-04-01 21:05:50;xpeixoto
100;78;100;PWVBZ7CN0E;Campanha Explicabo QWMI;Totam maiores non et pariatur sapiente pariatur dolores sunt recusandae magnam doloremque accusantium.;loyalty;2;2;False;2024-02-16 23:53:42;igor82;2024-02-29 23:53:42;sophia63
101;5;101;03NJBCFA95;Campanha Ipsum D7EF;Voluptates omnis ad excepturi quos debitis nesciunt assumenda quas itaque harum distinctio ullam.;consumption;1;1;False;2024-08-06 17:02:55;nicole88;2024-12-09 17:02:55;da-pazyago
102;79;102;46HD2ORWHP;Campanha Tempore 6WQF;;consumption;1;2;False;2024-02-10 19:50:44;emilly67;2024-10-20 19:50:44;nda-rocha
103;80;103;W4EMM9VASJ;Campanha Sed EVTS;Est quae id eaque adipisci ipsa corrupti animi perspiciatis.;loyalty;1;3;True;2024-09-23 23:08:06;da-luznina;2025-07-10 23:08:06;zsilveira
104;81;104;BEDYEJHDZX;Campanha Autem Q3P8;Commodi tempora sit totam culpa nisi.;loyalty;2;2;False;2024-02-25 08:30:16;ipeixoto;2024-06-15 08:30:16;isadora04
105;82;105;8D2VFHZPQV;Campanha Reiciendis JLDN;Rem animi laboriosam occaecati consectetur voluptas.;loyalty;2;3;False;2024-03-28 14:56:26;diasagatha;2024-08-18 14:56:26;joao-lucas18
106;83;106;Q68JOV58TO;Campanha Dolores E3PG;Omnis neque repellat impedit ut placeat alias cum delectus.;loyalty;1;2;False;2024-09-13 11:46:32;ana-beatrizda-rosa;2024-10-15 11:46:32;isabellyalves
107;84;107;N2ELALQ26U;Campanha Ex NVSD;Sunt esse reiciendis doloremque dolores error numquam ipsa voluptatum perspiciatis.;consumption;1;4;False;2024-09-22 21:51:33;cauemartins;2025-03-31 21:51:33;kpires
108;5;108;LLH2R9PEGL;Campanha Illo NUKX;Impedit voluptatum omnis ab veritatis omnis voluptate culpa doloremque distinctio.;winback;1;4;False;2024-10-02 16:31:44;joana19;2025-05-12 16:31:44;maria-vitoria38
109;5;109;4O67BXCD20;Campanha Ipsa J1OU;;consumption;2;1;False;2024-05-01 05:04:48;isabelly83;2024-07-07 05:04:48;calebe18
110;85;110;ZQ48ENWBBA;Campanha Sed DLYP;Repellat esse quidem voluptates dolore adipisci minus repellendus rem ducimus.;loyalty;1;2;True;2024-06-12 12:40:35;carvalhobruna;2024-11-11 12:40:35;nascimentomaria-eduarda
111;86;111;3TAYB5BBKJ;Campanha Atque Y2NZ;Iste unde dolorum nostrum quas sed aliquid.;loyalty;2;1;False;2024-10-18 23:46:24;vitoriapeixoto;2025-04-24 23:46:24;kazevedo
112;87;112;5158OQESUX;Campanha Perspiciatis 9L0I;Asperiores temporibus minima error totam molestias modi eaque maiores provident temporibus magnam ipsam.;consumption;2;1;False;2024-02-29 19:41:40;fogacaana-livia;2024-08-10 19:41:40;saragao
113;88;113;4IX4ZCRHYQ;Campanha Fuga NRM3;Voluptatum perferendis rem saepe rem pariatur eaque rerum laudantium sequi accusantium error.;winback;2;3;True;2024-05-27 20:53:14;matheus11;2025-03-08 20:53:14;silveirarebeca
114;89;114;X4DE7NQWHO;Campanha Error CPY8;Quidem asperiores magnam unde quod doloremque impedit consectetur neque.;winback;1;2;True;2024-10-12 22:24:44;goncalvesmarcela;2025-06-01 22:24:44;raquelpires
115;90;115;0I6GBXQJ7D;Campanha Quasi PFSS;Soluta eligendi optio aut provident vel dolores.;migration;2;3;False;2024-07-08 19:00:08;salesmaria-alice;2024-08-31 19:00:08;marcelaaragao
116;91;116;BN7GGGJVSD;Campanha Optio BIDE;Facilis libero ex dolor quod non eaque debitis vitae est molestias dolorum dicta.;migration;2;2;False;2024-06-03 09:12:15;esouza;2024-07-23 09:12:15;barbosabarbara
117;92;117;DIWZOD05JH;Campanha Ipsam 2MKV;Atque saepe maiores veniam temporibus consequatur officiis illum at optio maxime.;seasonal;1;1;False;2024-02-06 08:20:26;danielabarros;2024-11-04 08:20:26;vmonteiro
118;5;118;6W04YGYFLQ;Campanha Dolorum 8XPA;Non voluptatum autem occaecati quibusdam commodi esse.;consumption;1;2;False;2024-03-23 15:39:29;da-cruztheo;2024-12-05 15:39:29;lopesmarcela
119;5;119;V8URID3U94;Campanha Laudantium SGFD;Porro impedit magnam dolores ipsum eos nam temporibus animi ad debitis.;consumption;2;4;False;2024-10-01 13:13:43;isabellyoliveira;2024-10-05 13:13:43;anthony50
120;93;120;9JRNAMZ614;Campanha Unde 6VEY;Unde sit laborum quibusdam animi beatae.;seasonal;1;2;True;2024-07-20 07:53:54;maiteduarte;2025-01-15 07:53:54;marcelanunes
121;94;121;XFRI09M0G8;Campanha Recusandae W85Y;Explicabo beatae modi ipsa libero quae hic in perferendis amet accusantium.;;1;3;False;2024-06-19 03:02:54;marianemoura;2024-10-09 03:02:54;pedro-miguel72
122;95;122;5OP9LBSMWP;Campanha Magni Q82K;Magnam natus adipisci est ipsa aperiam totam error.;migration;2;2;True;2024-10-01 11:57:21;da-cruzdavi-lucca;2025-03-28 11:57:21;nda-paz
123;96;123;SKUFRCKQH3;Campanha Sapiente ERAM;Possimus eveniet ea voluptas impedit culpa.;migration;1;3;False;2024-07-10 20:59:32;bernardocostela;2024-09-24 20:59:32;carolina54
124;5;124;52S8U8ZF0P;Campanha Repellat 7KB7;Pariatur molestias pariatur quis nemo unde sint maiores unde porro.;loyalty;2;4;False;2024-03-05 06:13:50;julianada-costa;2024-08-31 06:13:50;fernandesana-livia
125;97;125;67VGP52F1J;Campanha Aliquid OHKK;Ratione libero minus nihil deleniti asperiores explicabo doloribus doloremque nisi eaque.;seasonal;2;2;False;2024-06-14 18:36:25;lcastro;2024-08-03 18:36:25;qvieira
126;98;126;DSYSYMMQ8Q;Campanha Temporibus 6A1D;Corporis deserunt placeat consectetur accusamus occaecati placeat omnis similique temporibus.;loyalty;2;2;False;2024-06-05 18:51:18;pedronascimento;2025-01-14 18:51:18;amandafernandes
127;99;127;NW65B4EYQ1;Campanha Blanditiis S4DJ;Nesciunt labore sunt dignissimos esse atque tenetur accusamus qui accusantium velit.;seasonal;1;3;False;2024-08-24 03:35:44;lda-paz;2025-05-13 03:35:44;davi-luizda-luz
128;5;128;3UY5EVSZZS;Campanha Laboriosam U8E6;;seasonal;1;3;False;2024-08-29 14:14:45;srocha;2024-10-17 14:14:45;rochaclarice
129;100;129;Z73WHCF5SI;Campanha Perspiciatis DASO;Laudantium expedita distinctio exercitationem temporibus repellat.;migration;2;4;False;2024-09-11 18:12:53;marinada-cruz;2025-02-17 18:12:53;fcostela
130;101;130;34T3Y4WPWG;Campanha Consectetur 3XG0;Cupiditate sapiente et assumenda aut blanditiis velit eius laboriosam.;winback;1;4;False;2024-07-17 15:11:28;pintojoao-guilherme;2024-10-19 15:11:28;heloisa83
